id;sc_id;name;description;type_of_strategy;underlying_id;underling_type;s_position_type;status;atm_type;expiry;strategy_tag;admin_id;expiry_type;category;min_capital;user_id;multiplier;stop_loss;target;execution_type;re_signal_count;created_by;created_at;updated_by;updated_at;delete_indicator;draw_down;strategy_source_id
47;2;Jodi ArbitrageV2;The option selling strategy aims to capture temporary mispricings and select the side where premiums are inefficiently low;diy;1;NA;POSITIONAL;active;SpotAtm;CurrentWeek;JODI_ARBITRAGE_V2;1;CurrentWeek;inhouse;350000000;1;1;1000;1300;LiveTrading;16;QuantLab;2025-12-03T14:50:00Z;QuantLab;2025-12-03T16:30:00Z;N;10;0
