id;sc_id;name;description;type_of_strategy;underlying_id;underling_type;s_position_type;status;atm_type;expiry;strategy_tag;admin_id;expiry_type;category;min_capital;user_id;multiplier;stop_loss;target;execution_type;re_signal_count;created_by;created_at;updated_by;updated_at;delete_indicator;draw_down;strategy_source_id
65;2;JB BankNifty Expiry Special;Short ATM Straddle on BANKNIFTY expiry day. Entry on RSI below 30 on combined straddle premium. Supertrend overlay for hedge trigger. Exit at Rs 3000 profit or 3:14 PM.;diy;2;NA;Intraday;available;SpotAtm;CurrentWeek;JB_BNF_EXPIRY;1;CurrentWeek;inhouse;100000000;1;1;1000;3000;LiveTrading;1;QuantLab;2026-03-15T10:00:00Z;QuantLab;2026-03-15T10:00:00Z;N;10;0
