id;sc_id;name;description;type_of_strategy;underlying_id;underling_type;s_position_type;status;atm_type;expiry;strategy_tag;admin_id;expiry_type;category;min_capital;user_id;multiplier;stop_loss;target;execution_type;re_signal_count;created_by;created_at;updated_by;updated_at;delete_indicator;draw_down;strategy_source_id
68;2;EMA Exhaustion BB Sell;Mean-reversion equity sell strategy. Captures exhaustion after sustained strength above 13 EMA. Signal candle must close inside upper BB with no touch. Sell on breakdown of signal candle low.;diy;1;NA;Positional;available;SpotAtm;CurrentWeek;EMA_EXHAUSTION_BB_SELL;1;CurrentWeek;inhouse;100000000;1;1;1000;3000;LiveTrading;1;QuantLab;2026-03-16T10:00:00Z;QuantLab;2026-03-16T10:00:00Z;N;10;0
