id;sc_id;name;description;type_of_strategy;underlying_id;underling_type;s_position_type;status;atm_type;expiry;strategy_tag;admin_id;expiry_type;category;min_capital;user_id;multiplier;stop_loss;target;execution_type;re_signal_count;created_by;created_at;updated_by;updated_at;delete_indicator;draw_down;strategy_source_id
36;2;NF-Ulta Delta;A contrarian options strategy that tilts delta opposite to market direction.;diy;1;NA;Intraday;active;SpotAtm;CurrentMonth;UDH;1;CurrentWeek;inhouse;600000000;1;1;1000;2300;LiveTrading;1;QuantLab;2024-07-22T20:00:00Z;QuantLab;2024-07-29T21:30:00Z;N;10;0
