id;sc_id;name;description;type_of_strategy;underlying_id;underling_type;s_position_type;status;atm_type;expiry;strategy_tag;admin_id;expiry_type;category;min_capital;user_id;multiplier;stop_loss;target;execution_type;re_signal_count;created_by;created_at;updated_by;updated_at;delete_indicator;draw_down;strategy_source_id
100;2;bhuva's Nifty trend following;Trend following using body breakouts and dynamic trailing SL.;inhouse;1;NA;Intraday;available;SpotAtm;CurrentMonth;BRR_NIFTY;1;CurrentWeek;inhouse;100000;1;1;0;0;PaperTrading;0;QuantLab;2026-05-20T10:00:00Z;QuantLab;2026-05-20T10:00:00Z;N;0;0
